Sentiment,textOriginal
0,"Considdering th unconsistent performance and all the tons of issues, the need to sell the 750 for 250,- and the lower the 770 to the 289,- TOP. or noone that has a sane mind should be bothering about it. Really, even it has a higher powerdraw, If the people that have a 1080Ti, RTX2070, 6600 or 3060 should just keep their old cards. It beats the 1660s/Ti and 1070 in 1440, but if your still locked at 1080p those are also fine and hell even a GT710 can play CS Go propably not at too many fp/s but iy runs .. it can also play MineCraft and Windows Solitair 😆"
1,Intel chads unite
2,"I wonder how good either of these cards, but more specifically the 16gb a770 would be as an enthusiastic level AI / Deep Learning card?"
0,now u lost my sub
1,I'm going to by one
2,i am worried about only driver
2,I thought Intel already cancelled all future Arc products?
0,Should be marked as advertisement.
0,"Thank you Linus, NO.
I won't be a beta tester who PAYS for a suboptimal experience."
0,Nvidia is still my go to but only if they produce enough to keep prices stable.  I don't buy in shortages.
2,Sell one of yer kidneys and half of liver pals cuz these GPU are plastic on fire!
1,Good Luck getting them.
2,Do I buy it or not dammit I can't make decisions on my own!?
1,I kinda wanna get one of these and build  fairly minimalist gaming system to test my code on and let my family and friends game on it (they can't touch my development machines lol). I'm impressed by the vectorized math Intel implemented. It's kind of like SSE/AVX and SIMD enhanced instruction sets for CPUs but at the GPU level.
2,"I really wanted it to surpass, or be on-par with the 3070, but it'll be interesting to see what they do with driver updates"
2,Grazie ARCA770
2,Lmao @ people that think the Arc GPUs aren't going to immediately sell out.
1,"I really like my Nexigo camera +++++ inexpensive and great picture quality . 
+-"
2,"So, the arc demands rebar. My mobo prime a II is ready acc bios, but cpu gen 9 is not. So to use arc a new cpu is requirement, but I cant seem to find Intel having created a 10th gen 10xxxX cpu, thus goodbye 4 channels RAM or accept heat of 11th and 12th Cpus. Guess it is simpler going with AMD rt 6800 xt and just wait it out till a new amd cpu and mobo will be needed."
2,How well is skyrim on intel arc
1,Hey if it improves midrange laptops and removes the default Intel HD/Intel Iris integrated GFX card and this is the replacement then I’m all for it.
1,"The video was good, and you made some compelling arguments for Arc. I was thinking it would be a fun thing to play with… until you said that it only supports Linux Kernel 6. Sorry, Intel’s hurting themselves there."
2,but where can i buy them?
1,"I am VERY excited to see some cheaper options on the market. When I eventually purchase a PC, intel will be my first pick."
1,"It would be really awesome to see a update on the 2020 gpu buyers guide. The market is getting quite confusing with current pricing, upcoming models, and intel now being in the mix."
0,"Why not make a proper ""shill hat"", seriously? Put it on that store of yours.."
2,"I stop playing CS:GO years ago, especially after COD Warzone was introduced"
2,"But you have to remember, NVidia has been making dedicated GPUs for almost 30 years and intel just started trying a few months ago"
0,intel is a joke. Such terrible performance. Yea maybe some new drivers will make it a bit better but who wants to be trouble shooting often? It barely even competes with a 3060.... im done with nvidia and intel.
2,I wonder how arc performs using DXVK [FOSS d3d9/10/11-> Vulkan] instead of the microsoft d3d9->12 translator?
0,If we buy these now all that tells Intel is that we are willing to buy a substandard product and then they'll release another one next thing you know its just another dynasty of stagnating products
0,"Surprisingly terrible advice by Linus. The only people who should buy ARC are people playing only dx12 games (or have a narrow use case) or those well enough off wanting to experiment. Everyone else should buy an nvidia or amd product that meets their needs.

I very much doubt Linus will be heeding his own words here."
0,if you're a csgo player don't buy intel gpu's
2,But can it play crysis? 👀👀👀
2,EU WAREHOUSE WHEN?!?!🧐🤔 plz...
2,"I've tried making the switch to AMD, but man, it seems like I am ALWAYS having driver issues. Maybe Intel will have good drivers."
1,I can't wait for intel ARC gen 2. I'm sure they would make the GPU more stable for regular people.
2,"I hope this goes like the Honda story. Unreliable at first, but proved its true potential at the end. gp2 engine... gp2..."
0,LOL intel GPUs
1,"The one thing I like about intel is that they are not bothering with older DirectX. It may be too soon now, but new technology always takes a bit to gain steam.  Technology changes so rapidly that it is nice to see intel dedicating resources to newer technology as everyone will eventually be on it."
2,Why can't I found any stocks in Korea? New eggs only provides domestically. Please Give some stocks ❤️ from s.Korea
2,"As a linux only gamer living in germany, I'm interessted in the power consumption of the intel arc gpus...

nvidia with its rtx 4090 and 450W beast don't fit into the electricity prices tags we have to pay over here. Atm they are at round 60cents/ kwh...probably rising to more the 1€/kwh within the nex year...so in case can and a willing to purchase a 4090, you will have to pay it multiple times only with your electricity bill...at least if you like playing regulary more the 2h..."
0,No.
2,"Q1. Fill in the blank (2 points):
Linus: So Nvidia, ____ ___."
2,6800xt is pumping CYberpunk with average of 136 on highest settings no RT obviously no DLSS or FSR will never pay for Nividia again
2,Love how you guys throw linux news into the mix. I was wondering about the kernel compatibility. I was just about to google about it when Linus mentioned the 6.0 kernel compat. We are mainstream now which is great. Welcome to the family. FOSS is love.
2,Waiting Qualcomm release now own dGPU for PC architectures.
1,I'm thinking about getting one. Cause I like the hassle. That's why I haven't kms yet
2,Intel arc-azzo
2,Would be pretty interesting to see how much Intel can push their cards with newer and better drivers. I just hope they don't give up like the last time...
1,GO TEAM BLUE!!!!
1,For the price they win!
2,"I was thinking of purchasing The Arch A770, but then I got deal on a RTX 2070 Super for $100 from my friend. I’m robbing him 💀."
1,It's not a bad purchase if you only plan on playing new games.
2,"If intel is successful, gpus will come plummet in price.
Cmon intel you can do it!"
1,"Time to take the ""incel"" blue pill xD"
0,"Linus dont have his energy in this video. Maybe he is tired or ill, or this is just a high paying video, with a not so interesting topic..."
1,"Cmon, this is amazing news..3rd big name in the GPU industry, plus for their 1st gen product, we have to say its pretty darn good. It can only get better from here. Watch this space."
2,I'll stick with my 3090 🤔🤷...
2,"Actually, I had BIG hopes for the Intel graphics cards.

""Hey, finally something new is coming! 🙂""

But the performance is just too bad for games. I don't do video editing where I have to render 40 Gb, also I do very little photo editing. (I'm all out when it comes to mining). My focus is more on gaming. And yes, I play a lot of CS GO with my friends, and I can't use low FPS there.
When Intel is as far as Nvidia, you can consider buying an Intel card, but not like this. No matter if they only cost half now"
2,"Red, Green, Blue"
0,"We cant just give away our money , especially in times like this.
Why would anyone buy the Arc A770 when just so few games actually work for it.

Its a budget card that does not work well with budget games it seems.
If the performance was actually better for 1080p/1440p and older games it would rly be worth considering. But currently it just feels that you are shooting your own foot by buying this GPU."
1,Honestly glad to see Intel entering the ring to give Nvidia and AMD some needed competition.
2,"Can you imagine an Intel $1,500, GPU’s performance…"
2,Can you run them in tandem (STI/Crossfire) and have both used in modern games? Because if you can't I'm not seeing much of a point to not spend ~$50 more and get a stronger card 🤷💯
2,Just buy AMD.
0,"Stopped watching after csgo results, srsly..."
0,"better to buy AMD, fuck intel and nvidia."
0,"Cant watch this, everything is buyed by intel here..."
2,"I fully expect the drivers to improve over time.   The issue is how long that will take.  Intel needs to put as many people on it as it can to make the process as fast as it can.   One thing to keep in mind is that while a 3rd GPU maker is great for gamers, competition wise,  Intel also jumped back into the dGPU market more so because of GPGPU/ML and nvidia pushing it's GPUs in servers which was hurting Intels Xeon business, on top of what AMD was doing.   Long story short, I don't see them leaving the GPU market anytime soon, even if this first gen hardly sells at all."
1,If I for some reason have enough to spend on a new GPU at any point I'll def look into one of these
2,"About Linux.. it's far from ideal indeed, but in contrast to windows, you can put the newer kernel in an older OS like Ubuntu 2204"
1,I'll take their entire stock if the next card doesn't have those problems. Intel supremacy!
1,Great video and you gave me a very good laugh in that intro Linus.
2,i know gaming is one thing to mark but what about graphics design and video editing?
2,"It would be beneficial to Intel to focus more on specific areas  that would payoff with time. Ray tracing for example. It's the future of real time rendering and if they can brand their GPUs as THE ray tracing GPUs, then they would be really happy with the future ahead. Given they can last long enough in this market, of course."
2,I don't have a 10th gen cpu. I have a 7700k
2,Wait ı'm so confused.. İs İt good or na?
0,"Lets see what Intel can actually do, until they show of some serious competiotion, Ill stay with Red. You shouldnt take stupid risks while building a PC, people dont have enough money to yeet 400$ out the window for wannabe competitor that cant even beat the lower last gen linup.. And considering UE5 is a thing now, these cards will be even less capable (I think) as UE5 is not easy on your GPU.

If you only want to play some CS and other games the card performes well at, thats fine, lucky for you, you found your dream GPU, and thats totally fine, If the card serves you well, thats amazing, but until Intel prooves they can seriously compeat with high end gaming GPUS, Im not going to touch any of their products again, Im not forgetting that Intel thinks that priced their CPUs at 32k while AMDs competitor Threadripper used to be at 500$ with similar performance.... I aint forgetting tha Intel"
2,I'd be interested to see how well they will support Linux Drivers.
2,Do you guys think it's worth it if you came from an NVIDIA 1660 GPU? Use cases are games and 3D software such as Blender.
1,They have been open sourcing their drivers since forever so Intel deserve the support in my opinion.
1,"i dont care, intel gpu the best in the world isekai"
2,I hope I tell.keep doing it and give Nvidia competition. Plus hope Asus makes this card Asus make best card
2,All Performance goes to the 3D-Rendering? Where´s the mininyield? xD
2,"I'm a Linux user and I always wanted to buy an Arc Card, although I cannot use the Card, until the OS is released with the 6.0 Kernel"
1,"Im going to buy an intel A750 as soon as possible, im not really an intel fan but it has the best price for what it offers and if that really helps the market im going to take my chances"
0,THAT SEGWAY INTO THE SPONSOR TOOK ME WAY OFF GUARD
2,"I really wanted to get one of these, but unfortunately my old ass cpu doesn't support Resizable Bar, so that's a no-go."
2,"I mean, Nvidia fucked over EVGA so im willing to give it a shot."
0,"oh cmon,,, when you consider how Intel treated customer on CPU side compared to AMD, they are as bad as NVIDIA...."
2,2030-: Qualcomm Snapdragon is launching a graphics Card!!!!
1,"As someone who knows next to nothing about computers and REALLY wants to get into PC gaming, I honestly don't mind being one of the first to buy this GPU if that means helping the rest of us thrive in the future.

The only problem is, I have no idea how to build my own PC and what to even do when it comes to that sadly."
2,Linus is this sponsored?
1,I really hope intel does well. The market needs more competition. The duopoly of amd and nvidia is terrible for us consumers.
2,Given that I'm going to be building a new PC for my wife in the coming months and I have a 3060 in my current build. I'm seriously considering giving her my card and buying a 770 for myself just to see how it goes
2,i feel like linus is intel fanboy when it comes down to it.
1,"Linus, I’m so glad you keep us living and learning new tech.  You bring a light to these segments.  Thank you!"
1,Compettition will bring prices down. I might get this Intel card.
2,"is it a good card for game development? what are the compatibility issues say with unity or ue, and how fast can intel resolve them? questions, questions, questions!"
0,"LINUS THEY LIED, ITS 329"
0,I don't consider Nvidia shitting the bed to be an adequate reason to saddle myself with a GPU that eats too much damn power.  2022 is a bust—bring on 2023.
1,I mean... this is a good start to pressure Nvidia and AMD to hopefully stop their stupidity in overpricing GPUs since they're the only ones controlling the market. Hopefully it won't be the case in the next few years when Intel fixes its DirectX compatibility issues. We can't really give sh*t to Intel since they're doing all us a favor by being the new potential competitor in this current Duopoly.
2,lol that 4070 burn
1,I plan on buying it for my 2nd pc
2,"I'm sure the next gen of arc will obliterate other same price range cards, then third gen will be screwing us over just like the other 2 lol"
0,I'm not buying it
2,for what ? i buy a ps5 and play all !
2,Guess who put some stocks on Intel?
2,So it's decent at AI? or just inference and no good at machine learning?
1,With intel clear linux out thire an intel GPU is difnetly a great Idea
1,after seeing the new rtx 40 series prices. I will support team blue for the competition
0,Junk they are glued and taped together
2,"oh boy i cant wait till miners buy all this out  
and detroy them with water when their coin breaks"
1,Intel just beat Nvidia on your next genand people will buy it
1,"Honestly, I think that Intel has done a great job so far with their GPUs, though they're not as good as the competitors, at such a low price I'm pretty sure they beat out everyone, to be honest. Not to mention this was literally their first time making a stand-alone GPU, I think that there's a lot of promise in these new cards."
0,never be a beta tester for a multimillion company
0,I use a LOT of AI tasks on my machine I will definitely consider Intel GPU as a serious purchase.
2,Great all we need is a team Yellow and we truly will have complete RGB! The question is who will take up that mantle?
1,"honestly for a first generation is not bad, if they work diligently on drivers"
2,"Intel getting better but still not enough…. Personally i think they should have a dlss proposition and a 3060-3070 proposition for each line , like 4070 ish , 5070ish and price themself in the 500$ that would undercut all the xxx60-70 and amd rx … rhey dont have to compete with 3080/3090 to do well"
2,I think the uptake of the Intel ARC GPU will be slow due to the fact you need a pretty recent motherboard chipset. Many gamers like to update their GPU and maybe the CPU but keep their motherboard/ram etc.
1,"I love you guys. but you make it so easy to skip your ""sponsor ad"". I hope it's not bad for you. but I'm just saying."
0,no.
2,1:07 Linus Sex Tips
2,"Nivida were ready to drop price of 3050/3060 to match A750 if Intel A750 were to get popular. AMD were nervous how to react.

After reading this review, both NV and AMD can now relieve."
2,"I bought an ARC380 intel gpu.... At first it was very slow... But after some driver updates its steadily increasing.. I think they limited their hardware and is performing on a ''test bed'' of some sorts....
 I can see they are silently grabbing usage statistics from my PC, I allowed it of course... THey need the data to improve it right?"
2,Todd Howard commands thus: But can it run Skyrim
2,"Sounds to me like the problem is with Intel's strategy. When Tesla started challenging the entrenched auto industry, they didn't start with trying to mass produce an affordable sedan. They started with a high cost, low volume vehicle. Intel should have done something similar."
2,Now we have RGB
2,"Team Blue... hmm, we have an RGB now"
1,"I really dislike intel for their cpu bs, but... Thanks. You did a good job"
2,Intel is better than the 3060 period especially if running Intel or amd
2,Hmmm I'm wondering how much of a performance gain I would get If i swapped my EVGA 3060 XC (12 GB) with one of these bad boys... I do prefer DLSS + RT @ 4K most games so it would have to be under these special circumstances. I already have an i5-12600k which is more than capable + 32GB of 3600 MHZ DDR4. Ugh why did I decided to upgrade during a GPU + memory shortage is beyond me.... LMAO. If anyone has any suggestions lmk. ;) Thanks for the video Linus as always <3 Edit: I think waiting for AMDs new line up would be the best decision. Intel seems kind of late into the game.
0,I dislike for Linus being excited at the beginning 😖
2,"You keeps talking about how the ARC A770 is sometimes competitive with the 3060, but has the specs of a 3070 class card; however, you haven't mentioned even once(to my knowledge) that, if you are willing to be an early adopter, there is a strong chance that future drivers will be able to streamline processes and unlock a not insignificant amount of the physically available power the card has similarly to how AMD got up to a 10% performance boost out of their 6000 cards(my 6700xt and I appreciated the boost.) As someone who is very interested in experimenting with new hardware, this is a huge selling point and could very well be a deciding factor for the enthusiast early adopters you're calling upon to pick them up."
2,"I came here to ask where can I buy the hat, mum told me would look good on me."
0,Videos like these are self explanatory of why Linus is one of the most hated people on YouTube
1,ngl the RGB on that card is looking dope! Sadly I need a more powerful gpu. I hope they can do some drivers magic.. and will be able to be really competetive in the future.
0,"Look like a terrible GPU for gamers that love older games. I don't think buying this GPU is a good idea anyway. We know what kind of price Intel give to their CPU, and you can be sure they will do the same with their GPU once they are good enough."
0,Won't buy anything else but the best AMD always
2,"With Linux, if you're buying brand new hardware, you want to be on the latest release anyways, really nothing new. And unlike Windows 12, you can still use whatever desktop or user-space that you want."
2,Did you stick your finger into a fan?
2,Competition to drive down prices is what we all need. Make it so.
0,"I'm sorry but whoever makes your graphs needs to get a lesson in all the colors of the rainbow. I hate when two bars are using different shades of the same color. You couldn't make on of them yellow? I realize it's ""Team blue"" but it's just so much harder to read the data."
2,"I'm willing to give ARC GPUs a go when they launch, I did the same when swapping from a 2060 to an RX 6600 just out of curiosity. Plus unlike Nvidia and AMD it is within my budget with seemingly great performance. Glad we've got red team, green team and finally blue team in the market for the true RGB experience"
2,"Bro they are targeting MacBook. If they achiveve great success with their own mobile gpu in an ultrabook, programmers, specially data science and ml engineers might choose a intel based system over mac. I would. Yes they have internal gpu setups already. but this will be at least 10times better."
2,Can it run pubg at consistent fps? The most ignored Battle Royale is also the best and is so bad optimized that it's a really good test for graphic cards. Lmao
2,"I'd really love more competition on the graphics card market. If Intel plays in the same league as Nvidia's high-end cards someday, I would give Intel a try."
2,"It kinda sucks that I bought a new GPU so recently, because I would love to join this group of folks giving Intel a shot. I’ll probably jump in at Gen 2 or if they make it, Gen 3."
1,I'd want Intel to succeed so much. I hope it will be their success
2,can´t find any intel A770 16gb to buy it....
2,"Ridge wallet is literally on ebay for $8 it just doesn't have an engraving saying, ""Ridge"". They come in all the same colors too. Mine even has an airtag holder. $8!"
0,No Linux support sorry Intel.
0,Linus shilling so much his face is crinkling.
0,Telling people what to buy is about as lame and pathetic as it gets.
2,I would get an ARC but I already have a 3060Ti since launch ..
2,"Partly buy AMD just to spite Nvida's stupid prices, although mostly because THE PRICE TOO DAMN HIGH."
2,"Nvidia, champ of gpu, but overpriced as hell.

AMD, vocal fanbase (BuT iTs JuSt As GoOd FoR lEsS) but have yet to see an actual system outperform an intel/Nvidia system 🤷🏻‍♂️

Good luck Intel"
0,"If I had more disposable income I would try it just out of curiosity, but asking me to quite literally throw $300 out of the window on a 1st gen GPU that clearly has massive issues and will for some time to come, when the inflation spike of 2022 skyrocketed living costs in my area more than the inflation of the entire decade since 2010, is simply too large of an ask. Sorry Intel, let the rich kids play with your issues."
2,People are going to hate me when I combine amd‘s processors with intel graphiccards
0,you're the quintessential soyjak linus
2,"*linus: that's like amaking drivers for windows 12.

*me: uname -a
Linux slatepaws 6.0.0-gentoo #1 SMP PREEMPT_DYNAMIC Sat Oct 8 12:21:22 CDT 2022 x86_64 AMD Ryzen 9 5950X 16-Core Processor AuthenticAMD GNU/Linux"
2,"im going arc, currently on a 1070 so time for an update"
1,"I love how good the ARC looks like, its so simple and modern"
0,"I get a feeling that after all the negative reviews, Intel came to Linus and said : SAVE US !!!!!!!"
2,"Imaging all Intel set, it should works correctly, right?"
2,Card nice but why no linuuuux
2,"Going to be frank, 2nd place does not matter a whole lot in this space. I want Intel to compete so bad with the big N but they just don't right now. Framerate and stability is king and that's why Green gets away with charging what they do. If i go buy a high end card from Green it works out of the box period. No messing around with weird drivers or quirks of the card. In the end this is why they are at the top. They are the best in the space and they know it and charge accordingly. We shall see how RDNA 3 turns out. AMD hype seems to be a real thing in the past few years so here's some measured hope that it does well. Intel will probably need 2-3 more generations to be that competition that we so desire."
2,I'm from México and  I had rx570 currently a 3050 but need test the Arc770
0,wtf who still play direct 9 or 10 game in 2022
2,"I fully understand the plea to buy it simply because it’s competition and not because it’s fully mature yet. Intel needs impetus to continue development. I won’t put one in my top end gaming rig, but I’ll use an Intel card in a mid range office PC I have planned. I think the card will do fine and look great in the case I have if nothing else."
2,"Intel is OEM provider already I don't really see any actual struggle here $ wise.    

Get adopted by most gamers, HELL NO! you have to earn that!"
2,Would it run on a Ryzen 5600?
0,"No thanks, i also play retro games in the side and they're sometimes troublesome enough to get running. I can't imagine the nightmare Arc would be for that."
1,Intel is cool again
2,"I really want to root for Intel here, not because I like Intel (meh) but because I'd love to see a third player in this GPU race to inflate.  But if there is absolutely one focus point that Intel desperately needed to make out of the gate with Arc, it was the one area where integrated Intel graphics have absolutely suffered: firmware.  Intel *NEEDED* Arc to come out swinging with some absolutely polished drivers if they were going to convince me.  Instead, what is the one massive failure of Intel Arc?  *FIRMWARE* !!!  Intel, WTAF?!?!  I get your point, Linus.  But to also paraphrase a bit on WAN Show recently, sometimes the fly doesn't deserve that honey.  Intel really has to address this specter haunting Intel graphics FOR DECADES if they want to prove Arc."
1,I'll get one
1,"Oh, I thought Intels cards were actually a lot worse...Anything above RTX2060 (which i own 2 of...and for me and are absolutely doing its work in 1440p) - if they compete above it...wow. Not too shabby. Nvidia and AMD needs competition....and this is good. Still. I just bought a RTX3080 but who knows in the future....Interesting."
2,"I wonder how long a 3-way competition will last. It's pretty common for tech products to end up with 2-way competition, so will somebody have to bow out of the market in a few years?"
2,Drivers Drivers Drivers
2,If they'd have only show up at the peak of GPU demand they'd have been the big winner. Now it's going to be an uphill battle.
0,"forget about RTX 3060 and compare this card straight to the RX 6600 in 1080p. I'm pretty sure the RX 6600 will destroy this card and is much cheaper than the RTX 3060.

Now talk about Ray tracing it's still not powerful enough so it doesn't matter both card won't use them anyway at 1080p."
0,"I want there to be a 3rd player, just not Intel. They’ve insulted their customers making absolute crap tier graphics for decades. Awful drivers that never got fixed. They deserve to fail. Would love to see S3 come back, HTC would probably need to spin them off first."
0,"Well actually since those GPUs are only going to take place into prebuilt computers, and we don't even know if there will be custom editions from other brands, I'll stick to Nvidia and AMD graphics card."
0,I would not buy an Intel card. They could just throw in the towel 6 months from now and quit supporting their GPU's.
2,Team blue/green buyout/merger on the horizon?
0,1:15 - ridge wallet destroyed all my cards in a space of a week. overpriced bunk. 👎
1,i do think intel as much as its having issues is showing promise so hopefully this is just gen 1 issues no matter what having another competitor for nvidia and AMD is huge for us consumers
2,AMD for life!!! 💪💪💪
1,Cool !
2,The last thing keeping me from buying an Intel card is the GN Tear Down Video. It’s so painful. The ASRock A380 as an encoder I can see though.
0,I will only buy one Intel Gpu. I'm still salty about all the shady stuff Intel and them pull.
0,The fact that they aren't supporting older version of the linux kernels but also try to market the new method of performing matrix operations is counter intuitive given most AI/ML research is done on linux machines.
1,I'll be investing for sure for both quality and aesthetic!
2,''RTX 407.... Oh i mean RTX 4080 12 gig.'' that's hit hard af
1,"They are selling these cards at a loss, I hope their next generation will be comparable and profitable for Intel."
0,no linux suppport is crazy   and will piss off the best potential employees
0,"Amd Cpu, Intel GPU, I DONT GIVE A DAMN"
0,"the customer has to buy an inferior product and hope a for more ""competition"" to get fair prices - thats capitalism for you folks
The customer has to buy an inferior product and hope a for more ""competition"" to get fair prices - that's capitalism for you folks"
2,"Haven't seen the whole video, just tell me somebody why I have to use Intel GPUs -- is it supported fully i Linux for now, have I missed something?"
1,"if the fckin chinese cards went in id be glad,  fuck yeah support intel, what we need is diversity = lower prices"
2,still redpilled
2,"can't. need those cuda cores for python , otherwise i would :-(. Edit , there are some results for intel arc pytorch integration, but i couldnt find any benchmarks for it. If anyone has found them pls let me know"
0,"Why? They are not good enough yet. When they get close to the top cards, I'll consider it. Not interested in a 3060 rival."
1,I'm getting an RTX 4090
1,"Support competition! 
I know Intel isn't exactly the little ""mom and pop"" shop taking on the big guys or anything, but shaking up a duopoly is a worthy cause regardless"
0,Get that therefore symbol out of there if you're going to somehow drop the approximation.
0,"I was planning on getting one of these but the lack of immediate Linux support is a bummer.  I don't have a problem compiling my own kernel, but it's been years since I have had to. And now I am even more concerned that running 4 4k monitors off the thing will take a long time to actually work.  The last time I tried it with nouveau it still wasn't usable.  I don't even game, so no expectations on that front."
0,"iam glad that intel's in the ring now, but iam disapointed. this was to be expected but still. yes i want there to be competition, but iam not spending my money, to get a sub par product in order for them, to see that it sells and they improve the next version, while i have to live with downsides and problems until the next one releases. and yes, youre right, someone has to buy it, but my guess is, it wont be as many people as you may hope for, and thats for a good reason. we need something, that can compete, but i dont really see arc as competition for my uses. and if intel stays its ground, but does what amd did and only competes with low end and mid tier, then IDC because thats no my range anway, so competition there, doenst change anything for me. biggest reason against arc for me, is the nearly 50 watt idle."
0,"I've had to take apart a GPU on more than one occasion, and these intel cards with no screws look like a nightmare to disassemble."
0,"""Someone needs to buy it""...such a back-handed thing to say.

Price is everything to many people and thus is actually the better option. Also, who uses Steam Charts for proof of anything anymore? Steam has been losing popularity and influence for years."
2,hmmm i wonder how bad it would bottleneck with a 4790k.
2,"The GPUs definitely have potential, however the translation from earlier DX to DX12 is going to REALLY drag them down. Old games are being reintroduced because new games have been absolute horrendous piles of flaming trash. Theyll need to provide better support in some way some how."
2,Now we just need Nvidia CPUs and the RGB battle will begin
2,italian people know Grazia ARC4770 before intel
0,I'm sorry but you couldn't pay me to buy an Intel gpu. Not only are they garbage but Intel is a garbage company that spent a decade (when AMD was trash) milking the consumers without giving even a hint of performance gains
1,"I am so happy about this, I will let a few things slide to avoid buying NVIDIA. What they did to the gaming community was worse than a cheating spouse, which is unforgivable in most cases. I am confident in time the old game/driver issues will be fixed."
0,I'd love to.... But I just watched a teardown video.... I'll pass..
0,I can't believe people feel bad about intel's bad performance and are willing to sponsor this crap GPU just to despise nvidia. Intel is 70 Billion usd revenue company which could not organize sufficient engineering effort to build appropriate gaming video card. They deserve this and I hope they never try this embarrassing attempt without properly investing and committing to do it right.
2,They need a n 80/90 level offering first.
2,"and the full labels are full, the deliverence Is real money is alot/none in the existence, never quite couldn't not just mop in my permenance"
0,"i not even watched the video but, NO THANK YOU."
1,"The performance and price sound pretty damn good, although I'm still a little skeptical after watching Steve's tear down. Having no choice but to irreparably damage the card if you need to swap fans or reapply thermal paste/change pads etc. hurts it's longevity quite a bit. I have faith Intel will fix that down the road though, these have a lot of promise and it's pretty awesome that we're getting a 3rd big gpu competitor!"
1,"Nice video.
The issue however lies somewhere else entirely:

1. The problem isn't the product, but its introduction and promises - messed up marketing.
2. Introducing hardware too new for drivers they already had, and then jumping the gun with early alphas.
3. Wrong target group - if you come out with new hardware on a highly contested market, you just don't go for the peek but a lower safe target.

If those cards had been introduced to the market as DX 12 + Vulkan Office to Midrange solutions ranging from 120€ to 250€ from the very start, refusing to even run older games or APIs, then everything would have been fine. Then ""gifting"" decent support for older games a year or so later would even have made them king."
2,"Or just buy a recently launched 4090 cards. How much more do they cost compared to arc 50, 100£ maybe"
2,"Hey Linus, it would be interesting to know the heat output to fps ratio of these cards. Home theatre pc’s could benefit it’s superior."
0,Nvidia already has way better tech dlss and rtx / reflex why should I upgrade to intel
2,"Every Gamer right now: ""Please everyone, buy an Intel GPU so I can buy my Nvidia card cheaper!"""
2,I haven't the money to test this but what happens when you run an Intel GPU with an Nvidia GPU? Will there be issues?
2,"new subscriber Rn, what do they sell the thang for, some please buys or some area instead of the thang, substition, or for SOMETHING THAT I USED TO KNOW, or just thanks? what else is there, TOY LETS? i just think i accidentally epic'ised somebody that i used to know, oh and yeah, INTEL A750 MURDERS ABSOLUTELY EVERY OTHER GPU IN EXISTENCE in the yesterdays todays and tommorows, and not just that, but don't just freat, it's all in the game and reality i'm really pushing me away from rn even tho that's me, the A750 and fake conpetition to play around, it was hella boring to just be me without those, extra moppings
WARNING GET THE LABEL AT YOUR OWN SILLYCONICISM the card absolutely runs every game in the entire known universe, that's my moppings et...
you just really have to feel... Of Monsters And Men or get over without that as it usually does... the UNFAIR LABEL ""i only risk being me"" with some phony layer on me, doesn't effect the performance. Don't freat, or else... just joking, but that's the speedrun of the entire Instructions book, in this useless mopping, i know that i wrote too much and lived too much a without beggining and the end commentator, but really the speedrun is in the comment, not really the whole thing. and the video is entirely OG just like of the effect for some one to be in. The universe and planets are infinity which i don't choose to be in. anyone who doe's themselfs doe's themselfs, i really enjoy the art of it, but this is permenant sticking outs, full labels which of those shouldn't be remindend, but i can't just not, not be me, guys... it was probobly burried and unburried multiple times these gpu's, and the labels are really full, every single me just risks being me"
0,"1/3fps in SolidWorks with visual anomalies.  A 10 year old iGP is faster without the anomalies.  So completely broken on the most basic levels.  It would make more sense for me to send Intel $100 with a note saying to keep making cards.  That way I'm only out $100, Intel gets more than the profit from one of these cards, and I don't waste any time fighting the bugs."
2,Now Nvidia need to make cpu
1,would love to get one a750 for free from itel :D
0,Who cares about cs go anymore? As far as I'm concerned it ruined the franchise.
2,"I'll take the hit, I need to upgrade from a 1070 and don't feel like spending a fortune. I'll buy an intel card, but probably the 770 16gb just for slightly more future proofing."
1,I am really happy to see you using Topaz Enhance AI for your benchmarks!
2,"I think buying it for the sake of competition is not right. Customers are NOT charity, and when they receive a product it must be a complete and relatively pain-free experience.

This is the same reason why we still shat on AMD's drivers after all these years even though their drivers are much better right now."
2,Lol that blue pill
0,I'd rather have a 4900 SLI thank you very much.
2,"3:08 Me who just bought a 3050 last month:
Crying in a corner"
2,"Oh my, it will run csgo at 170fps,it will be implayable ! 😱"
2,"On a GTX 1660 right now. I might actually get an A770 once it becomes available in my country and drops to my price range. It won't be a big upgrade, but I'll be supporting competition, at least.

Edit: Also linux drivers"
2,I would consider buying an Intel GPU if they actually started supporting Linux.
2,Going to be honest I play all my games capped at 60fps so its not as bad for me.
0,"sorry, I don't have money to throw at companies that impleneted microcomputers into their CPUs for the last decade to backdoor three letter agencies. you're on your own intel."
2,"Just considering the silicon, I bet these cards get substantially better with driver updates."
2,"I think it would have been more clever for Intel to sell their GPUs at much lower price to get people transition from NVIDIA/AMD. I mean, everyone of us has had GPUs from one of them for so many years, and now there is a new competitor, whose GPU ist just slightly cheaper for the same performance. I am sure there are many who think ""Nah, I better pay 10% more and have a GPU from a company I know for many years""."
0,No.
0,"The title seems a little desperate/cringy. Could've done without the ""please"" at least 💀"
0,I bet Linus wakes up stoned. I don't think I've ever seen him not look stoned 😂😂💀
